# Program:featureCounts v1.5.3; Command:"featureCounts" "-s" "1" "-t" "exon" "-g" "gene_name" "-M" "-a" "TetGenomeRef.gtf" "-o" "transcriptome_counts.txt" "/media/pollardlab/POLLARDLAB3/cole_pilot_initial_analysis/step2_alignment/Cole_Pilot_001_S5_R1_001_unique_and_all_MAC.sam" 
Geneid	Chr	Start	End	Strand	Length	/media/pollardlab/POLLARDLAB3/cole_pilot_initial_analysis/step2_alignment/Cole_Pilot_001_S5_R1_001_unique_and_all_MAC.sam
TTHERM_00678000	scf_8253823;scf_8253823;scf_8253823	69435;71151;72152	71071;71870;72506	+;+;+	2712	12
TTHERM_00678010	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	75650;76685;77539;78361;78683;79144	76497;77471;78306;78603;79021;79173	-;-;-;-;-;-	3015	0
TTHERM_00678020	scf_8253823	81356	82246	+	891	3
TTHERM_00678030	scf_8253823;scf_8253823	82992;83880	83826;84364	-;-	1320	0
TTHERM_00678040	scf_8253823	85104	87830	-	2727	0
TTHERM_000678048	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	88448;88738;89001;89226;89433;89739;89958;90151;90314;90659;90927;91194;91525;91785;92107;92213	88556;88830;89090;89315;89522;89828;90041;90234;90421;90748;91016;91283;91614;91874;92156;92251	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1377	0
TTHERM_000678049	scf_8253823	95793	97061	-	1269	0
TTHERM_00678050	scf_8253823;scf_8253823;scf_8253823	97252;98319;99533	97589;98793;99586	-;-;-	867	0
TTHERM_000678069	scf_8253823	99658	100128	+	471	0
TTHERM_00678070	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	104610;105434;105631;105929;106225;106525	105316;105541;105876;106175;106430;106645	+;+;+;+;+;+	1635	0
TTHERM_00678080	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	107589;108176;108585;109140;110710;110938;111209;112001	108100;108524;108808;110631;110873;111035;111628;112887	-;-;-;-;-;-;-;-	4146	0
TTHERM_00678090	scf_8253823;scf_8253823;scf_8253823;scf_8253823	113797;114326;114913;115390	114235;114828;115112;115915	-;-;-;-	1668	0
TTHERM_00678100	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	116457;116734;117021;117449;118585;118819;119196;119426	116677;116842;117385;117668;118700;119017;119317;119519	-;-;-;-;-;-;-;-	1446	0
TTHERM_00678110	scf_8253823	120937	122772	-	1836	0
TTHERM_00678120	scf_8253823	124118	125845	-	1728	0
TTHERM_00678130	scf_8253823;scf_8253823	127385;127987	127797;128644	+;+	1071	2
TTHERM_00678140	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	129243;129680;129816;130316;130916;131213;131539;132674;132916;133620;134795;136303;136518;137445;137933;138328;138676;139206	129523;129765;130093;130687;131151;131485;132006;132848;133382;134256;135933;136461;137192;137880;138270;138620;138920;139403	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6756	0
TTHERM_00678150	scf_8253823;scf_8253823	140940;143381	143297;143488	+;+	2466	3
TTHERM_00678160	scf_8253823	145691	147223	+	1533	7
TTHERM_00678170	scf_8253823	150868	152010	-	1143	0
TTHERM_00678180	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	154019;154216;154397;154669;154975;155354;155503;155720;155950;156121	154130;154332;154509;154904;155137;155446;155667;155878;156063;156219	+;+;+;+;+;+;+;+;+;+	1371	23
TTHERM_00678190	scf_8253823;scf_8253823	157105;158095	158012;158668	-;-	1482	0
TTHERM_00678200	scf_8253823;scf_8253823;scf_8253823;scf_8253823	159673;160434;160994;161814	160365;160913;161748;161916	-;-;-;-	2031	0
TTHERM_00678210	scf_8253823;scf_8253823;scf_8253823;scf_8253823	162467;163376;163917;164715	163162;163858;164659;164784	-;-;-;-	1992	0
TTHERM_00678220	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	165355;165668;166275;167197;167499;167940	165570;166066;166726;167440;167585;168080	-;-;-;-;-;-	1539	0
TTHERM_00678240	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	170074;170639;172606;172756;173078	170469;172550;172701;173022;173133	+;+;+;+;+	2727	7
TTHERM_00678250	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	174475;175127;175366;175859;176449	174970;175182;175712;176150;176514	+;+;+;+;+	1257	2
TTHERM_00678260	scf_8253823;scf_8253823;scf_8253823;scf_8253823	177549;177977;178607;179211	177887;178246;179070;179352	+;+;+;+	1215	38
TTHERM_00678270	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	180443;181148;181818;182094;182372;182833;183231;183589;183762;184056;184302;184564;184959;185774;186359;186857;187775;188399;188890	180860;181543;182035;182320;182678;183174;183535;183700;183936;184249;184502;184899;185451;186300;186774;187718;188310;188832;189209	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6819	14
TTHERM_00678280	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	190085;190809;191251;191539;191894;192454;192831;193187;193354;193595;193844;194147;194633;195202;195860;196335;196950;197468;198081;198550	190511;191186;191465;191759;192206;192780;193132;193298;193528;193788;194041;194494;195137;195722;196275;196722;197414;197994;198490;198869	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6762	12
TTHERM_00678290	scf_8253823;scf_8253823;scf_8253823	200250;200856;201328	200799;201264;201799	+;+;+	1431	1
TTHERM_00678300	scf_8253823;scf_8253823	204603;205511	204822;207447	+;+	2157	295
TTHERM_00678310	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	208894;209406;209669;210119;210738	209295;209579;209772;210621;211321	+;+;+;+;+	1767	20
TTHERM_00678320	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	212110;212638;212999;213161;213713	212478;212805;213102;213663;214305	+;+;+;+;+	1737	0
TTHERM_000678329	scf_8253823	214752	217004	-	2253	0
TTHERM_00678330	scf_8253823;scf_8253823;scf_8253823	218052;218475;219402	218423;218965;221559	-;-;-	3021	0
TTHERM_000678336	scf_8253823;scf_8253823	222588;223061	222834;223095	+;+	282	0
TTHERM_000678337	scf_8253823	223683	224063	+	381	0
TTHERM_000678338	scf_8253823	224407	224727	+	321	0
TTHERM_000678339	scf_8253823;scf_8253823	225339;226116	226057;226119	+;+	723	0
TTHERM_00678340	scf_8253823;scf_8253823	226995;227532	227454;228616	+;+	1545	1
TTHERM_00678350	scf_8253823;scf_8253823;scf_8253823;scf_8253823	229470;229630;229840;230341	229559;229749;230240;230380	-;-;-;-	651	0
TTHERM_00678360	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	231613;232139;232605;233109;233677;234065	232080;232544;233001;233305;233857;234398	-;-;-;-;-;-	1983	0
TTHERM_00678370	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	235270;235869;236333;236800;237354;237728	235746;236274;236729;236996;237534;238061	-;-;-;-;-;-	1992	0
TTHERM_00678380	scf_8253823	239726	240346	+	621	0
TTHERM_00678390	scf_8253823	245233	245886	-	654	0
TTHERM_00678400	scf_8253823;scf_8253823	249604;251302	250212;251847	-;-	1155	0
TTHERM_00678430	scf_8253823	255082	256344	+	1263	8
TTHERM_00678450	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	260564;260749;260975;261503;261754;262253;262498;262652	260653;260910;261308;261680;262097;262436;262583;262872	+;+;+;+;+;+;+;+	1599	1
TTHERM_00678460	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	263846;265452;266335;266868;267617	265349;266054;266807;267302;269233	-;-;-;-;-	4632	0
TTHERM_00678470	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	270932;271867;272125;272717;273137	271789;272063;272662;273052;273535	+;+;+;+;+	2328	5
TTHERM_00678480	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	274372;275811;276180;277049;278530;278654;279000;279269;279483;279950;280349;280931	275748;276059;276816;278450;278603;278899;279158;279418;279808;280203;280602;281343	-;-;-;-;-;-;-;-;-;-;-;-	5541	0
TTHERM_00678490	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	282125;283575;283891;284559;286056;286435;286744;286961;287188;287647;288093;288600	283504;283832;284506;286002;286126;286686;286902;287110;287510;287900;288370;289072	-;-;-;-;-;-;-;-;-;-;-;-	5658	0
TTHERM_00678500	scf_8253823	290191	291714	-	1524	0
TTHERM_00678510	scf_8253823;scf_8253823;scf_8253823	293534;293758;294054	293700;294002;295768	-;-;-	2127	0
TTHERM_000678529	scf_8253823;scf_8253823;scf_8253823	297778;297954;298411	297903;298345;298477	+;+;+	585	0
TTHERM_00678530	scf_8253823	300877	304806	+	3930	4
TTHERM_00678540	scf_8253823;scf_8253823;scf_8253823;scf_8253823	307502;307751;308545;308789	307692;308396;308736;309121	-;-;-;-	1362	0
TTHERM_000678559	scf_8253823	310014	310454	+	441	0
TTHERM_00678560	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	312254;312733;313338;313585;314032;314217;314620;314837;315021	312632;312957;313522;313814;314163;314561;314775;314966;315122	+;+;+;+;+;+;+;+;+	1884	6
TTHERM_00678570	scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823;scf_8253823	316033;316911;317639;318294;320043;320255	316609;317210;318226;319543;320200;320717	+;+;+;+;+;+	3336	68
TTHERM_00678580	scf_8253823;scf_8253823;scf_8253823;scf_8253823	321848;322442;323416;324371	322375;323017;324257;324605	-;-;-;-	2181	0
TTHERM_00678590	scf_8253823;scf_8253823;scf_8253823	325527;325605;325991	325545;325921;328237	+;+;+	2583	6
TTHERM_00678600	scf_8253823;scf_8253823;scf_8253823	329255;330215;330749	329885;330512;331262	-;-;-	1443	0
TTHERM_01736560	scf_8253829;scf_8253829;scf_8253829;scf_8253829;scf_8253829;scf_8253829	824;1203;1619;2378;2798;3221	873;1292;1708;2467;2890;3310	+;+;+;+;+;+	503	9
TTHERM_01401730	scf_8253834	174	1373	+	1200	0
TTHERM_001401733	scf_8253834	1743	2237	+	495	0
TTHERM_001401737	scf_8253834;scf_8253834;scf_8253834;scf_8253834;scf_8253834;scf_8253834;scf_8253834;scf_8253834	2725;2821;2952;3171;3299;3547;3687;3978	2748;2900;3112;3246;3493;3629;3787;4064	+;+;+;+;+;+;+;+	807	1
TTHERM_01401740	scf_8253834;scf_8253834;scf_8253834;scf_8253834	5605;7018;7810;8026	6657;7627;7975;10066	+;+;+;+	3870	2
TTHERM_001401745	scf_8253834;scf_8253834;scf_8253834	11077;12584;16696	12440;16636;19996	-;-;-	8718	0
TTHERM_01401770	scf_8253834;scf_8253834;scf_8253834	23566;23863;24005	23801;23952;24287	-;-;-	609	0
TTHERM_01401780	scf_8253834;scf_8253834;scf_8253834	25196;25485;26730	25230;26675;26799	-;-;-	1296	0
TTHERM_002653420	scf_8253838;scf_8253838;scf_8253838;scf_8253838	1877;1956;2074;2219	1906;2015;2151;2260	+;+;+;+	210	3
TTHERM_02302910	scf_8253844;scf_8253844;scf_8253844	85;265;849	176;796;956	-;-;-	732	0
TTHERM_002653360	scf_8253846;scf_8253846	1277;1632	1366;1721	+;+	180	43
TTHERM_01130780	scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855	1210;2356;2732;3032;3593;3762;3950	2103;2533;2973;3228;3702;3883;4177	-;-;-;-;-;-;-	1971	0
TTHERM_001130784	scf_8253855	5209	5886	-	678	0
TTHERM_01130790	scf_8253855;scf_8253855	6600;6712	6653;7575	-;-	918	0
TTHERM_01130800	scf_8253855	10807	11091	+	285	1
TTHERM_01131800	scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855	11738;14372;14784;15100;15468;15838;16031;16260;16400;16594	14182;14459;15028;15296;15577;15959;16206;16323;16499;16706	-;-;-;-;-;-;-;-;-;-	3660	0
TTHERM_01131810	scf_8253855;scf_8253855;scf_8253855	18432;18497;19720	18450;19556;19834	-;-;-	1194	0
TTHERM_001131811	scf_8253855;scf_8253855;scf_8253855;scf_8253855	21040;21480;21705;21905	21093;21589;21826;21981	-;-;-;-	363	0
TTHERM_001131813	scf_8253855;scf_8253855	23311;23397	23340;24602	-;-	1236	0
TTHERM_01131820	scf_8253855;scf_8253855;scf_8253855	25066;25147;25912	25069;25758;26057	-;-;-	762	0
TTHERM_01132820	scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855	28246;31220;31532;31906;32069;32249;32477;32632;32842	30946;31464;31728;32015;32190;32424;32540;32731;32954	-;-;-;-;-;-;-;-;-	3828	0
TTHERM_01132860	scf_8253855;scf_8253855	35530;36278	36185;37949	-;-	2328	0
TTHERM_01132870	scf_8253855;scf_8253855	38895;42271	41693;42789	-;-	3318	0
TTHERM_01132880	scf_8253855;scf_8253855	43512;43906	43741;45133	-;-	1458	0
TTHERM_01132890	scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855	46986;47121;47280;48146;48352;48515;48625;48759	47063;47223;47908;48252;48456;48559;48698;48859	-;-;-;-;-;-;-;-	1242	0
TTHERM_001132891	scf_8253855	55225	55692	+	468	24
TTHERM_001132893	scf_8253855	56002	56613	-	612	0
TTHERM_01132910	scf_8253855	59049	59444	-	396	0
TTHERM_01132920	scf_8253855	59675	59824	-	150	0
TTHERM_01132930	scf_8253855	60299	60613	-	315	0
TTHERM_01132940	scf_8253855;scf_8253855;scf_8253855;scf_8253855;scf_8253855	61360;62808;63431;63879;64166	61920;63007;63748;64011;64489	+;+;+;+;+	1536	5
TTHERM_01133950	scf_8253855	68166	69407	+	1242	1
TTHERM_01133960	scf_8253855	70161	72662	-	2502	0
TTHERM_01133970	scf_8253855	73633	75969	-	2337	0
TTHERM_01133980	scf_8253855	77869	78300	-	432	0
TTHERM_01133990	scf_8253855	79792	80415	-	624	0
TTHERM_01134000	scf_8253855	82049	82477	-	429	0
TTHERM_01134010	scf_8253855	83929	84441	-	513	0
TTHERM_002653322	scf_8253860;scf_8253860;scf_8253860;scf_8253860	1070;1505;1699;2038	1098;1594;1832;2072	+;+;+;+	288	14
TTHERM_01697320	scf_8253868;scf_8253868;scf_8253868;scf_8253868	1365;2832;3011;3381	2197;2921;3100;3470	+;+;+;+	1103	3299
TTHERM_01695310	scf_8253870;scf_8253870;scf_8253870;scf_8253870;scf_8253870;scf_8253870;scf_8253870;scf_8253870;scf_8253870	1166;1433;1893;2129;2238;2518;2871;2993;3342	1304;1774;2069;2187;2360;2819;2928;3231;3408	+;+;+;+;+;+;+;+;+	1506	149
TTHERM_001695310	scf_8253870;scf_8253870;scf_8253870;scf_8253870	3409;3656;3765;3876	3602;3712;3825;3878	+;+;+;+	315	5
TTHERM_002653485	scf_8253876;scf_8253876	497;896	839;918	+;+	366	103
TTHERM_002653516	scf_8253881;scf_8253881;scf_8253881	373;530;1037	470;616;1175	+;+;+	324	0
TTHERM_01000150	scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886	467;623;752;930;1357;1600;1814;2024;3202;3394;3592	557;690;873;1147;1542;1757;1947;3126;3334;3541;3708	+;+;+;+;+;+;+;+;+;+;+	2478	7
TTHERM_01000160	scf_8253886	4743	5633	+	891	16
TTHERM_01000170	scf_8253886	6900	11726	-	4827	0
TTHERM_01000180	scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886	12600;12763;13180;13384;13533;13710;14061	12704;13122;13320;13476;13648;13825;14164	-;-;-;-;-;-;-	1035	0
TTHERM_01000190	scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886	15210;15519;16116;16475;16629;16986;17183;17318	15359;15570;16352;16569;16839;17128;17256;17357	+;+;+;+;+;+;+;+	1002	11
TTHERM_01000200	scf_8253886	19634	22327	+	2694	888
TTHERM_001000210	scf_8253886;scf_8253886	26348;27146	26986;29311	+;+	2805	10
TTHERM_01001220	scf_8253886;scf_8253886	29904;30614	30243;30738	+;+	465	43
TTHERM_001001221	scf_8253886	31867	32877	-	1011	0
TTHERM_001001223	scf_8253886;scf_8253886	33491;34243	34181;34604	+;+	1053	6
TTHERM_01001240	scf_8253886;scf_8253886;scf_8253886;scf_8253886	35325;35641;38394;38786	35577;38338;38724;38881	+;+;+;+	3378	46
TTHERM_01001250	scf_8253886	39310	40653	-	1344	0
TTHERM_01001260	scf_8253886	41929	43278	-	1350	0
TTHERM_01001280	scf_8253886;scf_8253886	44130;46566	46516;48306	+;+	4128	13
TTHERM_01001290	scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886	49193;49418;49746;49925;50119;51241;51856;52172;52336;52579	49297;49678;49870;50066;51181;51802;52113;52284;52517;52773	+;+;+;+;+;+;+;+;+;+	3006	7
TTHERM_01001300	scf_8253886	53550	55433	+	1884	14
TTHERM_01001320	scf_8253886	56553	58775	-	2223	0
TTHERM_01001330	scf_8253886	60600	62747	-	2148	0
TTHERM_001001331	scf_8253886;scf_8253886	63944;64092	64033;65534	+;+	1533	4
TTHERM_01001360	scf_8253886	67328	68239	+	912	0
TTHERM_001001377	scf_8253886;scf_8253886	69395;69622	69570;69871	+;+	426	0
TTHERM_001001378	scf_8253886	72130	72807	-	678	0
TTHERM_001001379	scf_8253886;scf_8253886	75260;75512	75460;76966	+;+	1656	8
TTHERM_01001380	scf_8253886	80567	81829	+	1263	4
TTHERM_001001399	scf_8253886;scf_8253886	82505;82646	82594;84091	+;+	1536	1
TTHERM_01001400	scf_8253886;scf_8253886	88040;88988	88781;89037	+;+	792	0
TTHERM_01001410	scf_8253886	92298	94130	+	1833	31
TTHERM_01001420	scf_8253886;scf_8253886	95006;95634	95571;96138	-;-	1071	0
TTHERM_01001430	scf_8253886;scf_8253886;scf_8253886;scf_8253886	97430;98293;98589;99116	98131;98472;98990;99712	-;-;-;-	1881	0
TTHERM_01001440	scf_8253886;scf_8253886;scf_8253886	100313;100835;101524	100704;101411;102333	-;-;-	1779	0
TTHERM_01001450	scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886	102837;103063;103270;103454;104012;104204;104374;104656;104820	102987;103106;103374;103939;104124;104309;104447;104765;104914	+;+;+;+;+;+;+;+;+	1284	40
TTHERM_01001460	scf_8253886;scf_8253886;scf_8253886	105831;106050;106340	105989;106263;107229	+;+;+	1263	349
TTHERM_01001470	scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886	107898;108715;109047;109274;109470;109607	108611;108995;109218;109383;109539;109897	-;-;-;-;-;-	1638	0
TTHERM_01001480	scf_8253886;scf_8253886;scf_8253886;scf_8253886	110608;111136;111425;111980	111078;111328;111863;112835	-;-;-;-	1959	0
TTHERM_01001490	scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886	114808;114995;115168;115310;115476	114939;115104;115251;115413;116374	+;+;+;+;+	1329	54
TTHERM_001001498	scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886	116624;116924;117273;117516;117687;117878;118115;118300	116719;117224;117451;117623;117809;118042;118197;118591	-;-;-;-;-;-;-;-	1347	0
TTHERM_001001499	scf_8253886	118915	120138	-	1224	0
TTHERM_01001500	scf_8253886	120652	123075	-	2424	0
TTHERM_01001510	scf_8253886	124041	125543	-	1503	0
TTHERM_01001520	scf_8253886	126528	128954	-	2427	0
TTHERM_001001527	scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886	129484;129648;129874;130007;130148;130304;130937;131389;131637;131766;132022;132316	129598;129825;129953;130087;130245;130822;131324;131574;131706;131961;132220;132368	-;-;-;-;-;-;-;-;-;-;-;-	2163	0
TTHERM_001001528	scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886	132900;133029;133188;133299;133420;133573;133682;133823;134094;134199;134332;134591	132970;133126;133236;133357;133456;133618;133731;133867;134097;134255;134432;134636	-;-;-;-;-;-;-;-;-;-;-;-	663	0
TTHERM_001001529	scf_8253886	135267	136478	-	1212	0
TTHERM_01001530	scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886	137088;138182;138780;139182;139792	138123;138728;139128;139658;140274	-;-;-;-;-	2892	0
TTHERM_01001540	scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886;scf_8253886	140727;141062;141289;141437;141548;141706;141897;142198	141006;141204;141372;141490;141629;141822;142147;142281	-;-;-;-;-;-;-;-	1095	0
TTHERM_01001550	scf_8253886	142729	143529	-	801	0
TTHERM_01001560	scf_8253886;scf_8253886;scf_8253886	144254;144666;145379	144608;145265;148242	+;+;+	3819	29
TTHERM_01001570	scf_8253886	149028	149792	+	765	17
TTHERM_01402780	scf_8253890;scf_8253890;scf_8253890	3940;4213;4351	4090;4291;4369	+;+;+	249	5
TTHERM_01402790	scf_8253890;scf_8253890	5543;5987	5830;6145	+;+	447	0
TTHERM_001402800	scf_8253890;scf_8253890;scf_8253890;scf_8253890	7381;7787;8166;8309	7730;7831;8255;8402	+;+;+;+	579	0
TTHERM_01403800	scf_8253890;scf_8253890	9152;9549	9454;9920	+;+	675	39
TTHERM_01403810	scf_8253890	11278	11589	+	312	25
TTHERM_01403820	scf_8253890;scf_8253890	11944;12878	12115;12915	-;-	210	0
TTHERM_01403830	scf_8253890;scf_8253890;scf_8253890;scf_8253890	14842;15031;20152;20413	14887;19818;20353;20956	+;+;+;+	5580	39
TTHERM_001403831	scf_8253890;scf_8253890;scf_8253890;scf_8253890;scf_8253890;scf_8253890;scf_8253890;scf_8253890;scf_8253890	21504;21782;22143;22440;22755;23112;23481;23759;23857	21585;21871;22232;22529;22844;23201;23561;23805;23892	-;-;-;-;-;-;-;-;-	696	0
TTHERM_001403832	scf_8253890;scf_8253890;scf_8253890;scf_8253890;scf_8253890;scf_8253890	24936;25249;25594;25939;26287;26635	25023;25338;25683;26028;26376;26705	-;-;-;-;-;-	519	0
TTHERM_01456070	scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893	2208;2494;2844;3172;4256;4578;4929;5281;5634;5958;6317;6658;6938;7308;7656;7918	2301;2583;2933;3261;4345;4667;5018;5370;5723;6047;6406;6747;7027;7397;7745;7988	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1425	0
TTHERM_01457080	scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893;scf_8253893	10366;11008;11454;11569;12221;12829;12906;13404;13556;13725;14512;14902;15044;15177	10733;11394;11515;11766;12769;12853;13216;13499;13664;13895;14690;14981;15123;15321	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2760	11
